"","tiplabel","longlabel","stringdates","refclade"
"11917","CY008019","CY008019,A/Canterbury/21/2002,2002/05/07","2002/05/07","Unassigned"
"11918","CY008300","CY008300,A/Canterbury/61/2002,2002/06/30","2002/06/30","Unassigned"
"11919","CY015556","CY015556,A/Waikato/23/2002,2002/07/03","2002/07/03","Unassigned"
"11920","CY013088","CY013088,A/Waikato/25/2002,2002/07/18","2002/07/18","Unassigned"
"11921","CY011632","CY011632,A/Wellington/38/2002,2002/06/17","2002/06/17","Unassigned"
"11922","CY012048","CY012048,A/Waikato/52/2002,2002/08/12","2002/08/12","Unassigned"
"11923","CY007787","CY007787,A/Canterbury/102/2002,2002/05/23","2002/05/23","Unassigned"
"11924","CY007907","CY007907,A/South","07,A/South","Unassigned"
"11925","CY008308","CY008308,A/Canterbury/62/2002,2002/07/01","2002/07/01","Unassigned"
"11926","CY007779","CY007779,A/Canterbury/81/2002,2002/07/09","2002/07/09","Unassigned"
"11927","CY007771","CY007771,A/Canterbury/80/2002,2002/07/11","2002/07/11","Unassigned"
"11928","CY007931","CY007931,A/Canterbury/66/2002,2002/06/28","2002/06/28","Unassigned"
"11929","CY012008","CY012008,A/Dunedin/8/2002,2002/07/01","2002/07/01","Unassigned"
"11930","CY007755","CY007755,A/Canterbury/69/2002,2002/07/06","2002/07/06","Unassigned"
"11931","CY007739","CY007739,A/Canterbury/59/2002,2002/07/02","2002/07/02","Unassigned"
"11932","CY007723","CY007723,A/Canterbury/53/2002,2002/06/10","2002/06/10","Unassigned"
"11933","CY022189","CY022189,A/Auckland/611/2002,2002/09/09","2002/09/09","Unassigned"
"11934","CY017531","CY017531,A/Queensland/21/2002,2002/07/26","2002/07/26","Unassigned"
"11935","CY017547","CY017547,A/Queensland/24/2002,2002/07/25","2002/07/25","Unassigned"
"11936","CY007843","CY007843,A/Canterbury/14/2002,2002/05/02","2002/05/02","Unassigned"
"11937","CY007923","CY007923,A/Canterbury/58/2002,2002/06/25","2002/06/25","Unassigned"
"11938","CY008003","CY008003,A/Canterbury/04/2002,2002/04/12","2002/04/12","Unassigned"
"11939","CY007891","CY007891,A/Canterbury/33/2002,2002/06/20","2002/06/20","Unassigned"
"11940","CY008284","CY008284,A/Canterbury/15/2002,2002/05/03","2002/05/03","Unassigned"
"11941","CY007603","CY007603,A/Canterbury/05/2002,2002/04/13","2002/04/13","Unassigned"
"11942","CY007731","CY007731,A/Canterbury/56/2002,2002/06/25","2002/06/25","Unassigned"
"11943","CY008316","CY008316,A/Canterbury/64/2002,2002/07/02","2002/07/02","Unassigned"
"11944","CY007763","CY007763,A/Canterbury/75/2002,2002/07/11","2002/07/11","Unassigned"
"11945","CY008035","CY008035,A/Canterbury/57/2002,2002/06/27","2002/06/27","Unassigned"
"11946","CY007691","CY007691,A/Canterbury/47/2002,2002/06/08","2002/06/08","Unassigned"
"11947","CY007883","CY007883,A/Canterbury/31/2002,2002/06/20","2002/06/20","Unassigned"
"11948","CY008324","CY008324,A/Canterbury/70/2002,2002/07/06","2002/07/06","Unassigned"
"11949","CY011400","CY011400,A/Dunedin/10/2002,2002/07/09","2002/07/09","Unassigned"
"11950","CY012000","CY012000,A/Dunedin/9/2002,2002/07/09","2002/07/09","Unassigned"
"11951","CY011656","CY011656,A/Dunedin/14/2002,2002/08/01","2002/08/01","Unassigned"
"11952","CY012640","CY012640,A/Dunedin/3/2002,2002/06/07","2002/06/07","Unassigned"
"11953","CY013421","CY013421,A/Dunedin/12/2002,2002/07/23","2002/07/23","Unassigned"
"11954","CY007947","CY007947,A/Canterbury/79/2002,2002/07/09","2002/07/09","Unassigned"
"11955","CY007859","CY007859,A/Canterbury/20/2002,2002/05/06","2002/05/06","Unassigned"
"11956","CY012032","CY012032,A/Wellington/80/2002,2002/08/20","2002/08/20","Unassigned"
"11957","CY012056","CY012056,A/Waikato/51/2002,2002/08/12","2002/08/12","Unassigned"
"11958","CY017917","CY017917,A/Queensland/28/2002,2002/08/12","2002/08/12","Unassigned"
"11959","CY015764","CY015764,A/Western",",A/Western","Unassigned"
"11960","CY015716","CY015716,A/Western",",A/Western","Unassigned"
"11961","CY017355","CY017355,A/Western",",A/Western","Unassigned"
"11962","CY015748","CY015748,A/Western",",A/Western","Unassigned"
"11963","CY013224","CY013224,A/Western",",A/Western","Unassigned"
"11964","CY017555","CY017555,A/Queensland/26/2002,2002/08/06","2002/08/06","Unassigned"
"11965","CY017925","CY017925,A/Queensland/29/2002,2002/08/17","2002/08/17","Unassigned"
"11966","CY017539","CY017539,A/Queensland/23/2002,2002/08/13","2002/08/13","Unassigned"
"11967","CY018965","CY018965,A/Queensland/30/2002,2002/08/23","2002/08/23","Unassigned"
"11968","CY000433","CY000433,A/New","0433,A/New","Unassigned"
"11969","CY114341","CY114341,A/Netherlands/120/2002,2002/02/26","2002/02/26","Unassigned"
"11970","CY001080","CY001080,A/New","1080,A/New","Unassigned"
"11971","CY000233","CY000233,A/New","0233,A/New","Unassigned"
"11972","CY001144","CY001144,A/New","1144,A/New","Unassigned"
"11973","CY001160","CY001160,A/New","1160,A/New","Unassigned"
"11974","CY000489","CY000489,A/New","0489,A/New","Unassigned"
"11975","CY001152","CY001152,A/New","1152,A/New","Unassigned"
"11976","CY000313","CY000313,A/New","0313,A/New","Unassigned"
"11977","CY000305","CY000305,A/New","0305,A/New","Unassigned"
"11978","CY001309","CY001309,A/New","1309,A/New","Unassigned"
"11979","CY000321","CY000321,A/New","0321,A/New","Unassigned"
"11980","CY001437","CY001437,A/New","1437,A/New","Unassigned"
"11981","CY000185","CY000185,A/New","0185,A/New","Unassigned"
"11982","CY000545","CY000545,A/New","0545,A/New","Unassigned"
"11983","CY003144","CY003144,A/New","3144,A/New","Unassigned"
"11984","CY003152","CY003152,A/New","3152,A/New","Unassigned"
"11985","CY000337","CY000337,A/New","0337,A/New","Unassigned"
"11986","CY001736","CY001736,A/New","1736,A/New","Unassigned"
"11987","CY003123","CY003123,A/New","3123,A/New","Unassigned"
"11988","CY000625","CY000625,A/New","0625,A/New","Unassigned"
"11989","CY002328","CY002328,A/New","2328,A/New","Unassigned"
"11990","CY000441","CY000441,A/New","0441,A/New","Unassigned"
"11991","CY000497","CY000497,A/New","0497,A/New","Unassigned"
"11992","CY000941","CY000941,A/New","0941,A/New","Unassigned"
"11993","CY001072","CY001072,A/New","1072,A/New","Unassigned"
"11994","CY001237","CY001237,A/New","1237,A/New","Unassigned"
"11995","CY000584","CY000584,A/New","0584,A/New","Unassigned"
"11996","CY000585","CY000585,A/New","0585,A/New","Unassigned"
"11997","CY003096","CY003096,A/New","3096,A/New","Unassigned"
"11998","CY003184","CY003184,A/New","3184,A/New","Unassigned"
"11999","CY000273","CY000273,A/New","0273,A/New","Unassigned"
"12000","CY001317","CY001317,A/New","1317,A/New","Unassigned"
"12001","CY000209","CY000209,A/New","0209,A/New","Unassigned"
"12002","CY001168","CY001168,A/New","1168,A/New","Unassigned"
"12003","CY003208","CY003208,A/New","3208,A/New","Unassigned"
"12004","CY013805","CY013805,A/New","3805,A/New","Unassigned"
"12005","CY003112","CY003112,A/New","3112,A/New","Unassigned"
"12006","CY003168","CY003168,A/New","3168,A/New","Unassigned"
"12007","CY003424","CY003424,A/New","3424,A/New","Unassigned"
"12008","CY001720","CY001720,A/New","1720,A/New","Unassigned"
"12009","CY000393","CY000393,A/New","0393,A/New","Unassigned"
"12010","CY000481","CY000481,A/New","0481,A/New","Unassigned"
"12011","CY001184","CY001184,A/New","1184,A/New","Unassigned"
"12012","CY001261","CY001261,A/New","1261,A/New","Unassigned"
"12013","CY015548","CY015548,A/Dunedin/1/2002,2002/06/07","2002/06/07","Unassigned"
"12014","CY002128","CY002128,A/New","2128,A/New","Unassigned"
"12015","CY000241","CY000241,A/New","0241,A/New","Unassigned"
"12016","CY000933","CY000933,A/New","0933,A/New","Unassigned"
"12017","CY012040","CY012040,A/Wellington/79/2002,2002/08/20","2002/08/20","Unassigned"
"12018","CY012016","CY012016,A/Wellington/71/2002,2002/07/15","2002/07/15","Unassigned"
"12019","CY011976","CY011976,A/Waikato/2/2002,2002/01/31","2002/01/31","Unassigned"
"12020","AB434108","AB434108,A/Morioka/52/2002,2002/03/01","2002/03/01","Unassigned"
"12021","AB434107","AB434107,A/Morioka/34/2002,2002/02/25","2002/02/25","Unassigned"
"12022","CY037351","CY037351,A/Genoa/14/2003,2003/10/24","2003/10/24","Unassigned"
"12023","CY037343","CY037343,A/Genoa/1/2002,2002/12/02","2002/12/02","Unassigned"
"12024","CY013104","CY013104,A/Dunedin/18/2002,2002/08/12","2002/08/12","Unassigned"
"12025","CY007939","CY007939,A/Canterbury/72/2002,2002/07/06","2002/07/06","Unassigned"
"12026","CY022557","CY022557,A/Auckland/609/2002,2002/06/18","2002/06/18","Unassigned"
"12027","CY007747","CY007747,A/Canterbury/68/2002,2002/07/05","2002/07/05","Unassigned"
"12028","CY000753","CY000753,A/New","0753,A/New","Unassigned"
"12029","CY003200","CY003200,A/New","3200,A/New","Unassigned"
"12030","CY013096","CY013096,A/Waikato/36/2002,2002/07/23","2002/07/23","Unassigned"
"12031","CY015708","CY015708,A/Western",",A/Western","Unassigned"
"12032","CY016220","CY016220,A/Western",",A/Western","Unassigned"
"12033","CY017091","CY017091,A/Western",",A/Western","Unassigned"
"12034","CY022549","CY022549,A/Auckland/608/2002,2002/06/08","2002/06/08","Unassigned"
"12035","CY015740","CY015740,A/Western",",A/Western","Unassigned"
"12036","CY112949","CY112949,A/Netherlands/20/2003,2003/02/18","2003/02/18","Unassigned"
"12037","CY011984","CY011984,A/Wellington/6/2002,2002/02/10","2002/02/10","Unassigned"
"12038","CY012328","CY012328,A/Wellington/7/2002,2002/06/11","2002/06/11","Unassigned"
"12039","CY011624","CY011624,A/Waikato/5/2002,2002/04/12","2002/04/12","Unassigned"
"12040","CY025050","CY025050,A/Auckland/610/2002,2002/07/29","2002/07/29","Unassigned"
"12041","CY011648","CY011648,A/Waikato/21/2002,2002/07/01","2002/07/01","Unassigned"
"12042","CY013413","CY013413,A/Waikato/31/2002,2002/07/26","2002/07/26","Unassigned"
"12043","CY015724","CY015724,A/Western",",A/Western","Unassigned"
"12044","CY015732","CY015732,A/Western",",A/Western","Unassigned"
"12045","CY022205","CY022205,A/Auckland/614/2002,2002/01/14","2002/01/14","Unassigned"
"12046","CY000409","CY000409,A/New","0409,A/New","Unassigned"
"12047","CY018957","CY018957,A/Queensland/14/2001,2001/09/03","2001/09/03","Unassigned"
"12048","CY017491","CY017491,A/Queensland/12/2001,2001/08/24","2001/08/24","Unassigned"
"12049","CY011664","CY011664,A/Waikato/58/2002,2002/08/23","2002/08/23","Unassigned"
"12050","CY017893","CY017893,A/Queensland/19/2001,2001/07/14","2001/07/14","Unassigned"
"12051","CY017627","CY017627,A/Queensland/17/2001,2001/08/24","2001/08/24","Unassigned"
"12052","CY017483","CY017483,A/Queensland/11/2001,2001/08/11","2001/08/11","Unassigned"
"12053","CY017523","CY017523,A/Queensland/20/2001,2001/08/05","2001/08/05","Unassigned"
"12054","CY017515","CY017515,A/Queensland/18/2001,2001/08/24","2001/08/24","Unassigned"
"12055","CY022525","CY022525,A/Auckland/602/2001,2001/08/19","2001/08/19","Unassigned"
"12056","CY012320","CY012320,A/Waikato/105/2001,2001/09/13","2001/09/13","Unassigned"
"12057","CY023066","CY023066,A/Auckland/604/2001,2001/09/28","2001/09/28","Unassigned"
"12058","CY012312","CY012312,A/Wellington/34/2001,2001/08/28","2001/08/28","Unassigned"
"12059","CY022181","CY022181,A/Auckland/607/2001,2001/08/15","2001/08/15","Unassigned"
"12060","CY017507","CY017507,A/Queensland/16/2001,2001/08/17","2001/08/17","Unassigned"
"12061","CY023058","CY023058,A/Auckland/603/2001,2001/10/02","2001/10/02","Unassigned"
"12062","CY091101","CY091101,A/Texas/NHRC0001/2002,2002/01/22","2002/01/22","Unassigned"
"12063","CY091109","CY091109,A/Georgia/NHRC0001/2002,2002/02/02","2002/02/02","Unassigned"
"12064","CY000201","CY000201,A/New","0201,A/New","Unassigned"
"12065","CY013216","CY013216,A/Western",",A/Western","Unassigned"
"12066","CY015700","CY015700,A/Western",",A/Western","Unassigned"
"12067","CY003080","CY003080,A/New","3080,A/New","Unassigned"
"12068","CY000569","CY000569,A/New","0569,A/New","Unassigned"
"12069","CY003176","CY003176,A/New","3176,A/New","Unassigned"
"12070","CY000281","CY000281,A/New","0281,A/New","Unassigned"
"12071","CY091093","CY091093,A/Missouri/NHRC0001/2002,2002/01/09","2002/01/09","Unassigned"
"12072","CY019931","CY019931,A/Western",",A/Western","Unassigned"
"12073","CY017083","CY017083,A/Western",",A/Western","Unassigned"
"12074","CY001429","CY001429,A/New","1429,A/New","Unassigned"
"12075","CY003120","CY003120,A/New","3120,A/New","Unassigned"
"12076","CY000217","CY000217,A/New","0217,A/New","Unassigned"
"12077","CY000425","CY000425,A/New","0425,A/New","Unassigned"
"12078","CY003088","CY003088,A/New","3088,A/New","Unassigned"
"12079","CY003160","CY003160,A/New","3160,A/New","Unassigned"
"12080","CY001944","CY001944,A/New","1944,A/New","Unassigned"
"12081","CY003136","CY003136,A/New","3136,A/New","Unassigned"
"12082","CY001197","CY001197,A/New","1197,A/New","Unassigned"
"12083","CY001301","CY001301,A/New","1301,A/New","Unassigned"
"12084","CY000417","CY000417,A/New","0417,A/New","Unassigned"
"12085","CY017499","CY017499,A/Queensland/15/2001,2001/09/13","2001/09/13","Unassigned"
"12086","CY001333","CY001333,A/New","1333,A/New","Unassigned"
"12087","CY003192","CY003192,A/New","3192,A/New","Unassigned"
"12088","CY003104","CY003104,A/New","3104,A/New","Unassigned"
"12089","CY000925","CY000925,A/New","0925,A/New","Unassigned"
"12090","CY000401","CY000401,A/New","0401,A/New","Unassigned"
"12091","CY000113","CY000113,A/New","0113,A/New","Unassigned"
"12092","CY001560","CY001560,A/New","1560,A/New","Unassigned"
"12093","CY001552","CY001552,A/New","1552,A/New","Unassigned"
"12094","CY001405","CY001405,A/New","1405,A/New","Unassigned"
"12095","CY001104","CY001104,A/New","1104,A/New","Unassigned"
"12096","CY017901","CY017901,A/Queensland/22/2002,2002/07/15","2002/07/15","Unassigned"
"12097","CY011688","CY011688,A/Wellington/86/2002,2002/09/13","2002/09/13","Unassigned"
"12098","CY017909","CY017909,A/Queensland/27/2002,2002/08/13","2002/08/13","Unassigned"
"12099","CY015756","CY015756,A/Western",",A/Western","Unassigned"
"12100","CY000225","CY000225,A/New","0225,A/New","Unassigned"
"12101","CY000553","CY000553,A/New","0553,A/New","Unassigned"
"12102","CY000793","CY000793,A/New","0793,A/New","Unassigned"
"12103","CY023074","CY023074,A/Auckland/615/2002,2002/03/04","2002/03/04","Unassigned"
"12104","EU856856","EU856856,A/Hong","856,A/Hong","Unassigned"
"12105","EU856857","EU856857,A/Hong","857,A/Hong","Unassigned"
"12106","EU857065","EU857065,A/Hong","065,A/Hong","Unassigned"
"12107","EU856911","EU856911,A/Hong","911,A/Hong","Unassigned"
"12108","CY001128","CY001128,A/New","1128,A/New","Unassigned"
"12109","CY000537","CY000537,A/New","0537,A/New","Unassigned"
"12110","CY000385","CY000385,A/New","0385,A/New","Unassigned"
"12111","CY003777","CY003777,A/New","3777,A/New","Unassigned"
"12112","CY000289","CY000289,A/New","0289,A/New","Unassigned"
"12113","CY000297","CY000297,A/New","0297,A/New","Unassigned"
"12114","CY112941","CY112941,A/Netherlands/1/2002,2002/01/07","2002/01/07","Unassigned"
"12115","EU856865","EU856865,A/Hong","865,A/Hong","Unassigned"
"12116","CY015684","CY015684,A/Western",",A/Western","Unassigned"
"12117","CY112925","CY112925,A/Netherlands/118/2001,2001/03/14","2001/03/14","Unassigned"
"12118","CY002816","CY002816,A/New","2816,A/New","Unassigned"
"12119","CY000873","CY000873,A/New","0873,A/New","Unassigned"
"12120","CY001461","CY001461,A/New","1461,A/New","Unassigned"
"12121","CY112965","CY112965,A/Netherlands/88/2003,2003/03/05","2003/03/05","Unassigned"
"12122","CY001544","CY001544,A/New","1544,A/New","Unassigned"
"12123","CY000865","CY000865,A/New","0865,A/New","Unassigned"
"12124","CY003801","CY003801,A/New","3801,A/New","Unassigned"
"12125","CY001880","CY001880,A/New","1880,A/New","Unassigned"
"12126","EU856912","EU856912,A/Hong","912,A/Hong","Unassigned"
"12127","EU856910","EU856910,A/Hong","910,A/Hong","Unassigned"
"12128","EU856914","EU856914,A/Hong","914,A/Hong","Unassigned"
"12129","CY111522","CY111522,A/Western",",A/Western","Unassigned"
"12130","CY016499","CY016499,A/Western",",A/Western","Unassigned"
"12131","CY015652","CY015652,A/Western",",A/Western","Unassigned"
"12132","CY017339","CY017339,A/Western",",A/Western","Unassigned"
"12133","CY017259","CY017259,A/Queensland/1/2000,2000/09/15","2000/09/15","Unassigned"
"12134","CY016403","CY016403,A/Canterbury/75/2000,2000/09/14","2000/09/14","Unassigned"
"12135","CY015668","CY015668,A/Western",",A/Western","Unassigned"
"12136","CY009084","CY009084,A/Canterbury/96/2000,2000/10/25","2000/10/25","Unassigned"
"12137","CY012432","CY012432,A/Canterbury/97/2000,2000/10/25","2000/10/25","Unassigned"
"12138","CY009092","CY009092,A/Canterbury/92/2000,2000/10/12","2000/10/12","Unassigned"
"12139","CY009404","CY009404,A/West","404,A/West","Unassigned"
"12140","CY011968","CY011968,A/Waikato/1/2001,2001/04/25","2001/04/25","Unassigned"
"12141","CY008748","CY008748,A/Canterbury/56/2000,2000/09/04","2000/09/04","Unassigned"
"12142","CY009076","CY009076,A/Canterbury/87/2000,2000/08/31","2000/08/31","Unassigned"
"12143","CY011020","CY011020,A/Wellington/9/2000,2000/08/22","2000/08/22","Unassigned"
"12144","CY008484","CY008484,A/Canterbury/38/2000,2000/08/27","2000/08/27","Unassigned"
"12145","CY008476","CY008476,A/Canterbury/17/2000,2000/08/07","2000/08/07","Unassigned"
"12146","CY009140","CY009140,A/Canterbury/64/2000,2000/09/06","2000/09/06","Unassigned"
"12147","CY008772","CY008772,A/Canterbury/71/2000,2000/09/14","2000/09/14","Unassigned"
"12148","CY009156","CY009156,A/Canterbury/67/2000,2000/09/08","2000/09/08","Unassigned"
"12149","CY023050","CY023050,A/Auckland/601/2000,2000/09/11","2000/09/11","Unassigned"
"12150","CY008804","CY008804,A/Canterbury/85/2000,2000/09/22","2000/09/22","Unassigned"
"12151","CY025042","CY025042,A/Auckland/598/2000,2000/10/09","2000/10/09","Unassigned"
"12152","CY013397","CY013397,A/Waikato/17/2000,2000/09/22","2000/09/22","Unassigned"
"12153","CY008820","CY008820,A/Canterbury/89/2000,2000/10/03","2000/10/03","Unassigned"
"12154","CY012624","CY012624,A/Waikato/4/2000,2000/08/28","2000/08/28","Unassigned"
"12155","CY011960","CY011960,A/Waikato/5/2000,2000/08/30","2000/08/30","Unassigned"
"12156","CY013383","CY013383,A/Waikato/15/2000,2000/09/21","2000/09/21","Unassigned"
"12157","CY008508","CY008508,A/Canterbury/99/2000,2000/10/27","2000/10/27","Unassigned"
"12158","CY016491","CY016491,A/Western",",A/Western","Unassigned"
"12159","CY017347","CY017347,A/Western",",A/Western","Unassigned"
"12160","CY017331","CY017331,A/Western",",A/Western","Unassigned"
"12161","CY022501","CY022501,A/Auckland/588/2000,2000/09/25","2000/09/25","Unassigned"
"12162","CY008860","CY008860,A/Canterbury/90/2000,2000/10/07","2000/10/07","Unassigned"
"12163","CY022517","CY022517,A/Auckland/593/2000,2000/10/09","2000/10/09","Unassigned"
"12164","CY023026","CY023026,A/Auckland/596/2000,2000/10/30","2000/10/30","Unassigned"
"12165","CY008836","CY008836,A/Canterbury/103/2000,2000/11/29","2000/11/29","Unassigned"
"12166","CY023034","CY023034,A/Auckland/599/2000,2000/09/22","2000/09/22","Unassigned"
"12167","CY017475","CY017475,A/Queensland/9/2000,2000/08/28","2000/08/28","Unassigned"
"12168","CY023002","CY023002,A/Auckland/589/2000,2000/09/28","2000/09/28","Unassigned"
"12169","CY017323","CY017323,A/Western",",A/Western","Unassigned"
"12170","CY008492","CY008492,A/Canterbury/73/2000,2000/09/15","2000/09/15","Unassigned"
"12171","CY015660","CY015660,A/Western",",A/Western","Unassigned"
