"","D_Lab","Date"
"6958","KC780069","2010/02/19"
"6959","KC781923","2010/02/19"
"5692","KC781118","2010/03/31"
"5101","KC780733","2009/11/10"
"7122","KC780949","2010/02/01"
"9486","CY107403","2009/11/05"
"4554","KC882067","2010/06/11"
"2984","KC780411","2010/01/06"
"5000","KC780297","2009/11/27"
"5493","KC780866","2009/11/10"
"7613","CY056651","2009/11/08"
"9289","HM624015","2010/03/08"
"12647","KC782308","2009/09/01"
"6071","KC781448","2010/01/27"
"5071","JX875047","2009/11/04"
"10494","JX309336","2010/04/19"
"10194","CY063773","2009/12/02"
"3258","CY088613","2009/11/26"
"10147","CY123213","2009/10/13"
"10400","CY063813","2009/11/10"
"1100","KM409095","2014/01/17"
"5441","MN250899","2013/04/21"
"5440","MN250883","2013/04/20"
"5439","MN250915","2013/03/27"
"6247","KF647920","2012/10/29"
"9153","CY083838","2009/10/19"
"9142","CY055964","2009/10/12"
"7576","CY057286","2009/10/22"
"11342","CY058708","2009/10/19"
"2813","CY070591","2009/11/17"
"9699","JQ065209","2009/12/30"
"9735","JQ065159","2009/10/22"
"2437","LN845774","2010/03/18"
"907","CY089267","2009/11/14"
"906","CY089259","2009/11/12"
"7660","CY061994","2009/12/14"
"9065","KC780722","2009/10/27"
"888","CY075508","2009/10/24"
"899","CY089227","2009/11/07"
"1683","CY063131","2009/10/29"
"8540","CY060726","2009/11/17"
"3587","CY120922","2009/10/20"
"10231","JX309205","2010/02/10"
"12190","KC780429","2009/12/17"
"12191","KC780446","2009/12/17"
"9706","JQ065217","2009/12/30"
"9693","JQ065203","2009/12/30"
"6774","CY080257","2009/12/16"
"8899","CY075904","2009/12/11"
"5576","CY072998","2010/02/03"
"9763","JQ065229","2009/11/11"
"9696","JQ065206","2009/12/30"
"2592","CY070395","2009/09/21"
"3589","CY064434","2009/11/19"
"9753","JQ065233","2010/01/14"
"11753","KF849773","2010/02/02"
"1656","CY054731","2009/06/17"
"5091","CY099332","2010/04/01"
"5054","KC781204","2010/04/06"
"5092","JX875056","2010/04/01"
"9080","CY099997","2011/06/02"
"5928","CY100464","2009/10/12"
"5930","KC261318","2009/10/12"
"4027","GU014750","2009/06/17"
"8114","KC781125","2009/10/18"
"9099","CY054280","2009/07/28"
"6108","KC780756","2009/10/14"
"9109","CY075895","2009/09/16"
"11308","CY052823","2009/09/07"
"11328","CY052943","2009/09/12"
"9352","HQ595287","2009/10/23"
"11684","KP637470","2010/04/12"
"9350","HQ595285","2009/10/19"
"5888","HQ595253","2009/08/13"
"8822","CY103911","2009/07/17"
"902","CY089251","2009/11/08"
"8097","KC781025","2009/10/16"
"5093","KC781304","2009/09/02"
"8103","KC780510","2009/10/16"
"4579","KC780212","2009/12/08"
"11061","CY167332","2010/02/09"
"7654","CY061938","2009/12/06"
"2645","CY070539","2009/11/03"
"2626","CY070491","2009/10/12"
"8086","KC781750","2009/09/10"
"7031","KC782008","2009/12/07"
"8122","KC780196","2009/11/07"
"10328","CY049068","2009/05/28"
"7449","CY044072","2009/05/26"
"11092","CY066671","2009/12/10"
"5805","CY092920","2009/10/15"
"5806","CY092928","2009/10/16"
"9676","JQ065123","2009/08/31"
"10616","CY083367","2009/07/22"
"7569","CY057254","2009/10/19"
"4143","JN393307","2009/10/21"
"2733","CY070321","2009/07/16"
"12705","CY056995","2009/09/08"
"7490","CY052146","2009/06/24"
"2918","HQ228054","2009/07/14"
"9464","CY070440","2009/09/22"
"2810","CY057058","2009/11/06"
"3369","KC781675","2009/09/11"
"2665","CY070601","2009/11/18"
"8832","CY103926","2009/08/28"
"4019","JQ173148","2009/07/27"
"11773","JQ714177","2009/11/18"
"10882","CY073104","2009/12/02"
"9432","CY070478","2009/10/12"
"6739","AB540654","2009/08/31"
"450","KC781838","2009/10/09"
"8380","KC781077","2009/11/12"
"12113","CY128251","2009/10/01"
"12105","CY128163","2009/08/20"
"1266","KC781947","2009/08/22"
"8603","KC781726","2009/07/30"
"11372","KC781753","2009/09/14"
"7659","CY061986","2009/12/16"
"1605","CY054819","2009/06/22"
"1054","CY066991","2009/11/18"
"540","CY066607","2009/12/15"
"6681","CY067007","2009/11/25"
"6680","CY066999","2009/11/16"
"8611","KC781856","2009/08/12"
"1516","CY063171","2009/11/05"
"1533","CY066343","2009/12/15"
"7574","CY056563","2009/10/20"
"7542","CY055431","2009/10/03"
"3038","KC781537","2009/08/10"
"8120","KC780958","2009/09/18"
"8160","KC781824","2009/08/03"
"7655","CY061946","2009/12/07"
"11506","CY060843","2009/11/02"
"6324","KC781969","2009/10/15"
"6330","KC780634","2009/11/11"
"11537","CY061067","2009/12/30"
"11553","CY061195","2010/02/04"
"2732","CY070318","2009/07/21"
"2689","CY070738","2009/11/25"
"2754","HM568128","2009/12/30"
"12101","CY128427","2009/12/02"
"4748","CY046065","2009/07/17"
"2675","HM567984","2009/11/18"
"2637","CY070525","2009/10/22"
"2822","CY070593","2009/11/18"
"9602","AB558354","2009/10/22"
"9603","AB558353","2009/10/23"
"9578","AB558323","2009/10/05"
"9633","AB558400","2009/12/10"
"11784","AB704462","2009/10/29"
"9582","AB558328","2009/10/15"
"3784","KC782164","2009/10/28"
"3675","AB704430","2009/11/16"
"3676","AB704438","2009/11/25"
"817","CY083088","2009/06/19"
"2163","KC780549","2009/10/14"
"2628","CY070488","2009/10/15"
"1651","CY054995","2009/07/27"
"7521","CY087016","2009/08/08"
"7674","CY065091","2009/12/20"
"7671","CY065067","2010/01/02"
"7675","CY065099","2009/12/08"
"1680","CY063115","2009/10/17"
"2318","CY096586","2010/01/04"
"7672","CY065083","2009/12/23"
"11509","CY087200","2009/11/07"
"11511","CY060875","2009/11/07"
"7554","CY056491","2009/10/13"
"12830","CY063235","2009/10/12"
"9187","CY057342","2009/11/12"
"12436","KC780943","2009/11/25"
"12422","KC780381","2009/11/09"
"12430","KC780765","2009/10/12"
"5755","KC780530","2009/12/25"
"2794","JX625576","2009/11/01"
"6479","KC781361","2009/09/24"
"12440","KC780053","2009/10/26"
"12296","KC781296","2010/04/02"
"1953","CY083056","2009/10/11"
"12419","KC782091","2009/10/06"
"2789","CY070522","2009/10/20"
"12428","KC782073","2009/10/14"
"12429","KC781103","2009/11/28"
"10115","JX309638","2010/07/13"
"10187","JX309049","2010/01/26"
"3767","KC781459","2009/07/26"
"10327","CY123459","2009/05/28"
"10341","CY123515","2009/08/14"
"10447","CY124123","2009/07/02"
"10108","CY123130","2009/08/17"
"6654","KM219029","2009/09/05"
"6679","KM219054","2009/08/11"
"6672","KM219064","2009/10/14"
"6635","KM219044","2009/08/07"
"10364","CY123692","2009/06/13"
"10323","CY049571","2009/07/14"
"2735","CY070325","2009/07/17"
"2715","CY070243","2009/07/12"
"9941","KT181114","2009/10/02"
"493","CY071426","2009/10/28"
"9584","AB558331","2009/10/14"
"9595","AB558344","2009/10/21"
"9588","AB558335","2009/10/15"
"1563","CY054755","2009/06/26"
"11646","CY075006","2009/10/26"
"6629","CY075893","2009/08/05"
"2397","LN846787","2010/03/18"
"8229","CY052008","2009/09/20"
"8879","KY925530","2009/10/28"
"627","CY060444","2009/08/18"
"6471","KC781497","2009/08/04"
"8870","KY925947","2009/07/30"
"11302","CY052919","2009/09/05"
"9013","KP317223","2010/01/10"
"2225","KP317221","2009/12/13"
"264","HM569683","2009/06/12"
"8837","CY103932","2009/09/18"
"8826","CY103915","2009/08/05"
"9323","HQ595245","2009/08/03"
"9268","KY926117","2009/08/13"
"9225","KF612092","2009/07/01"
"221","GQ421201","2009/07/01"
"9650","GQ411908","2009/05/28"
"9727","CY095785","2009/06/09"
"11799","CY045954","2009/07/07"
"12706","CY052106","2009/06/15"
"12739","CY051151","2009/06/14"
"2511","CY065726","2009/06/06"
"8076","KC782043","2009/08/05"
"4747","CY046061","2009/06/20"
"12759","CY046699","2009/05/24"
"5425","CY075915","2010/02/12"
"5014","HQ853300","2010/12/13"
"12547","KC781281","2010/08/10"
"8740","KC882102","2010/11/16"
"8710","KC881836","2010/11/16"
"693","KR861673","2010/08/13"
"715","CY096298","2010/08/11"
"10150","JX309792","2010/09/20"
"1830","KC488879","2012/02/24"
"5429","KF897785","2010/12/26"
"13087","JQ796827","2011/01/06"
"9641","HQ712175","2010/12/06"
"256","KC842136","2011/01/03"
"217","CY097948","2010/12/23"
"2381","LN850070","2010/12/16"
"2889","JN601105","2010/12/13"
"2982","JN601079","2010/12/03"
"2878","JN601085","2010/12/07"
"2882","JN601096","2010/12/09"
"2913","JN601076","2010/11/23"
"9921","KT181087","2010/11/26"
"10152","JX309800","2010/09/22"
"5317","KF897801","2010/12/22"
"2453","JX625806","2010/12/09"
"2477","LN846542","2010/12/13"
"10792","KF897793","2010/12/20"
"2515","LN867772","2010/12/10"
"2581","LN867684","2010/12/13"
"2514","LN846359","2010/12/10"
"2443","JX625670","2010/11/14"
"2447","JX625766","2010/12/03"
"2446","JX625742","2010/11/30"
"7229","KC881791","2011/01/04"
"2365","JX625782","2010/12/06"
"6331","KC881679","2011/02/23"
"6332","KC881877","2011/02/23"
"2521","LN850046","2010/12/01"
"10131","JX309752","2010/08/11"
"686","KR861666","2010/07/28"
"1177","KC882188","2011/02/09"
"9012","KP317213","2009/11/26"
"12014","KP317209","2009/10/04"
"3501","KP317210","2009/10/06"
"10963","KP317216","2009/11/06"
"2224","KP317220","2009/12/14"
"1771","KP317229","2010/02/07"
"5443","KP317228","2010/01/28"
"4807","KP317217","2009/12/04"
"1770","KP317214","2009/09/30"
"10851","CY092840","2010/09/14"
"10780","KJ856216","2010/12/30"
"8676","KC881735","2011/01/22"
"8549","CY081085","2010/11/23"
"8550","CY081101","2010/12/14"
"11829","CY080590","2011/01/07"
"12310","KC882220","2011/03/08"
"9914","KT181079","2010/08/28"
"3551","JF929762","2011/01/18"
"2370","LN850086","2010/12/06"
"2390","LN867341","2010/12/21"
"2386","JX625910","2010/12/16"
"9863","KT181013","2011/01/21"
"12918","KC882259","2011/01/03"
"947","CY111206","2011/01/19"
"7750","MK731509","2011/01/14"
"2035","KM654831","2011/02/23"
"2436","JX625678","2010/11/19"
"1955","KC881632","2011/01/12"
"6961","KC881851","2010/10/04"
"13005","AB898075","2011/02/14"
"1035","CY129654","2011/03/24"
"11853","KJ690440","2010/12/17"
"11852","KJ690495","2010/12/09"
"5432","MN251005","2011/01/25"
"6805","KC882322","2011/02/25"
"11855","KJ690511","2011/04/11"
"5433","MN250995","2011/04/19"
"11854","KJ690534","2011/02/07"
"660","HQ712172","2010/10/02"
"10489","JX309389","2010/04/01"
"9922","KT181088","2010/11/28"
"10165","JX309858","2010/10/09"
"748","CY129766","2010/09/08"
"750","CY129790","2010/09/30"
"12293","CY129982","2011/02/04"
"12292","CY129974","2011/01/31"
"2433","LN850429","2010/12/10"
"10603","CY092888","2011/01/25"
"3326","KC881676","2011/03/05"
"1187","KC882257","2011/02/15"
"12582","KC881648","2011/03/17"
"4631","KC881758","2011/01/05"
"8203","JX625958","2010/12/14"
"10884","JN187143","2011/01/08"
"2470","JX625846","2010/12/11"
"5236","CY176522","2010/09/23"
"725","CY096362","2010/08/20"
"728","CY096402","2010/08/24"
"11756","KF849784","2010/09/01"
"11727","KF849783","2010/09/01"
"3039","KC781278","2010/08/02"
"11665","KP637334","2010/07/06"
"735","CY096466","2010/08/27"
"731","CY096426","2010/08/24"
"10142","JX309784","2010/09/02"
"5247","CY129798","2010/09/01"
"10155","JX309776","2010/09/28"
"10914","JN187147","2011/01/18"
"724","CY098138","2010/08/20"
"13020","CY189541","2009/12/05"
"12099","CY128411","2009/12/30"
"11386","KC780880","2009/09/13"
"11385","KC780877","2009/09/13"
"12025","CY075889","2010/04/03"
"497","JN600357","2010/06/17"
"4920","MF535109","2009/12/04"
"11294","CY052879","2009/09/02"
"9010","CY083112","2009/10/07"
"5309","CY083128","2009/07/19"
"5083","KC782297","2009/07/30"
"9522","CY107757","2009/06/10"
"2902","HQ228032","2009/06/18"
"11096","KC780947","2010/01/13"
"7676","CY065107","2010/03/01"
"7652","CY061922","2009/12/11"
"7237","KC780453","2010/02/09"
"7570","CY057262","2009/10/20"
"8896","CY075901","2009/06/21"
"10211","JX309065","2010/01/27"
"8993","JN171902","2009/11/18"
"9006","JN171896","2009/10/30"
"6558","JN171931","2009/10/16"
"8992","JN171899","2009/11/05"
"9005","JN171891","2009/10/23"
"7564","CY056531","2009/10/16"
"36","CY062400","2009/09/07"
"9121","CY053752","2009/11/01"
"802","CY071434","2009/12/02"
"801","GU592897","2009/11/28"
"11775","JQ714172","2009/08/17"
"1777","CY075921","2009/07/15"
"4094","CY111939","2009/07/30"
"4093","JN256838","2009/07/30"
"12122","CY128323","2009/11/10"
"12123","CY128331","2009/11/14"
"12106","CY128171","2009/08/20"
"12089","CY128451","2009/07/29"
"12127","CY128363","2009/11/22"
"12091","CY128064","2009/09/01"
"599","CY055629","2009/07/21"
"610","CY055804","2009/07/30"
"3546","CY069098","2009/09/02"
"3532","CY068938","2009/07/22"
"3543","CY069074","2009/09/26"
"3535","CY068986","2009/09/04"
"3537","CY069002","2009/10/01"
"596","CY055589","2009/07/20"
"12108","CY128195","2009/08/29"
"6834","CY054596","2009/07/02"
"12107","CY128187","2009/08/21"
"13064","GQ293077","2009/05/31"
"7465","CY044096","2009/06/03"
"7333","CY040042","2009/04/27"
"852","CY063566","2009/07/15"
"594","CY055565","2009/07/20"
"5553","CY055212","2009/07/11"
"593","CY055558","2009/07/20"
"975","GQ365674","2009/05/04"
"8266","FJ984397","2009/04/24"
"11955","KC780327","2009/07/18"
"6690","GU014760","2009/07/22"
"8267","GQ117100","2009/04/24"
"1709","JN588785","2009/07/02"
"1708","JN588784","2009/06/25"
"9928","KT181099","2009/06/24"
"6835","CY054597","2009/07/02"
"9940","KT180978","2009/06/22"
"7979","GU014800","2009/06/23"
"10319","CY123446","2009/07/14"
"10015","CY122603","2009/07/06"
"10396","CY123825","2009/06/15"
"9951","KT181131","2009/06/22"
"4030","GU014788","2009/06/25"
"8926","CY050263","2009/07/04"
"611","CY055820","2009/08/01"
"595","CY055573","2009/07/20"
"616","CY055852","2009/08/03"
"2934","HQ228076","2009/07/16"
"10358","CY123649","2009/06/14"
"10245","CY123354","2009/06/29"
"5566","CY055244","2009/07/23"
"10310","CY123390","2009/07/13"
"4101","CY111979","2009/07/31"
"4100","JN256843","2009/07/31"
"9960","KT181145","2009/08/26"
"9948","KT181125","2009/06/22"
"5548","CY055196","2009/07/02"
"984","HQ712184","2009/08/27"
"985","HQ712183","2009/08/28"
"8927","CY050264","2009/07/05"
"615","CY055844","2009/08/03"
"9282","KY925045","2009/08/14"
"13095","HM230701","2009/12/19"
"788","CY071375","2010/02/05"
"9163","CY066783","2009/11/09"
"1538","CY066407","2009/12/30"
"5338","HM245793","2009/11/06"
"13094","HM230693","2009/11/20"
"3302","GQ288372","2009/05/28"
"7434","CY044925","2009/05/25"
"10573","KC781525","2009/08/30"
"8849","KM289093","2009/10/12"
"3299","GQ225365","2009/05/22"
"7453","CY047358","2009/05/19"
"10353","CY123600","2009/08/28"
"4056","CY111611","2009/06/22"
"2937","HQ228079","2009/07/20"
"2928","HQ228064","2009/07/27"
"1710","JN588786","2009/09/10"
"4055","JN256797","2009/06/22"
"11728","KF849767","2009/06/23"
"11732","KF849771","2009/06/09"
"11731","KF849770","2009/06/23"
"11661","KP637278","2009/10/12"
"11733","KF849772","2009/06/09"
"11558","CY054591","2009/07/17"
"11678","CY054598","2009/09/24"
"9939","KT181111","2009/09/24"
"11691","KP637542","2009/09/18"
"11729","KF849768","2009/06/23"
"11559","CY054592","2009/06/23"
"11649","HM752481","2009/07/27"
"10057","CY122843","2009/07/28"
"11627","CY075732","2009/07/07"
"2915","HQ228051","2009/07/12"
"11758","CY054603","2009/07/13"
"1706","JN588782","2009/08/30"
"11718","KP637798","2009/07/09"
"11682","KP637454","2009/07/24"
"11768","CY054621","2009/07/28"
"12277","GU014770","2009/07/13"
"11689","KP637526","2009/07/01"
"6611","HM189369","2009/07/15"
"10442","CY124072","2009/07/02"
"11647","GQ866959","2009/06/17"
"11659","KP637830","2009/08/14"
"11703","KP637654","2009/07/13"
"11760","CY054606","2009/07/15"
"11761","CY054607","2009/07/15"
"10228","CY123338","2009/06/23"
"10303","CY063780","2009/07/01"
"10454","CY049459","2009/07/05"
"11625","CY075672","2009/07/02"
"10362","CY123683","2009/09/03"
"10067","CY122895","2009/08/04"
"10074","CY122927","2009/08/05"
"838","CY064588","2009/06/17"
"9466","CY070479","2009/10/13"
"6252","KC780255","2009/11/13"
"7155","KC780967","2009/10/26"
"7134","KC781469","2009/09/03"
"9720","JQ065142","2009/08/31"
"1694","CY071546","2009/06/08"
"8608","KC781733","2009/08/09"
"11934","KC781664","2009/08/11"
"11880","GQ377107","2009/05/31"
"11970","GU290190","2009/07/24"
"11969","GU290188","2009/07/24"
"11971","KC782281","2009/07/24"
"1789","GU014778","2009/06/18"
"10446","CY124115","2009/07/02"
"9579","AB558325","2009/10/06"
"3677","AB704446","2009/11/25"
"6721","AB551875","2010/01/12"
"6704","AB551879","2010/01/18"
"6720","AB551874","2010/01/04"
"9585","AB558332","2009/10/05"
"13012","GU014810","2009/06/22"
"4892","KC222636","2009/07/22"
"11839","KJ690463","2009/08/07"
"1689","CY071498","2009/08/05"
"1691","CY071514","2009/08/10"
"11995","KC781144","2009/11/16"
"10023","CY122655","2009/07/07"
"9823","KF667910","2009/08/18"
"9821","KF667908","2009/08/17"
"10010","CY122555","2009/07/03"
"10119","CY123149","2009/09/02"
"10092","CY122980","2009/08/14"
"9961","KT181147","2009/08/27"
"10022","CY122647","2009/07/07"
"10352","CY123592","2009/08/27"
"10355","CY123624","2009/08/31"
"10473","GQ915076","2009/07/27"
"9968","KT181156","2009/09/02"
"10349","CY123566","2009/08/24"
"10104","CY123083","2009/08/21"
"10313","CY123406","2009/07/14"
"10445","CY124100","2009/07/02"
"10435","CY049100","2009/06/25"
"10438","CY049348","2009/06/26"
"10418","CY049092","2009/06/22"
"10316","CY049515","2009/07/13"
"5535","CY119450","2009/08/11"
"9808","KF667889","2009/07/31"
"10098","CY123035","2009/08/18"
"9932","KT181103","2009/08/22"
"10128","CY123174","2009/09/14"
"10318","CY123438","2009/07/14"
"10095","CY123011","2009/08/18"
"10343","CY123519","2009/08/17"
"10332","CY123479","2009/07/30"
"9930","KT181101","2009/08/16"
"10076","CY049667","2009/08/06"
"10388","CY123797","2009/10/05"
"10351","CY123584","2009/08/27"
"10333","CY123481","2009/07/30"
"10348","CY123561","2009/08/24"
"10356","CY123632","2009/08/31"
"10099","CY123043","2009/08/19"
"13068","CY095841","2009/07/09"
"2924","HQ228061","2009/07/09"
"10021","CY122639","2009/07/08"
"9337","HQ595257","2009/08/26"
"9310","HQ595237","2009/07/27"
"9347","HQ595278","2009/08/29"
"9327","GQ915023","2009/08/05"
"1814","CY075451","2009/07/13"
"338","KC782056","2009/10/15"
"10056","CY122835","2009/07/29"
"10230","CY123346","2009/06/22"
"10091","CY122975","2009/08/16"
"7529","CY051751","2009/09/02"
"10018","CY122624","2009/07/08"
"10096","CY123019","2009/08/17"
"9819","KF667905","2009/08/04"
"10375","CY123745","2009/09/14"
"3284","KP019837","2009/12/31"
"10374","CY049651","2009/09/13"
"10054","CY122819","2009/07/27"
"6200","GU014752","2009/07/11"
"7514","CY051631","2009/07/14"
"9203","CY049891","2009/06/12"
"3315","CY060460","2009/11/18"
"10013","JX309353","2010/04/05"
"1719","JN588797","2010/06/27"
"4044","KJ955501","2010/11/05"
"4329","CY092872","2011/01/26"
"7749","MK731485","2010/12/07"
"7268","KC882160","2010/12/07"
"4223","KC881582","2010/12/29"
"3729","KC780587","2010/03/08"
"10811","CY092446","2010/04/26"
"10331","CY123477","2009/07/28"
"6904","KC781638","2009/08/17"
"11366","KC781463","2009/08/18"
"2105","CY060493","2009/12/15"
"11371","KC781817","2009/09/15"
"4182","KC781349","2009/08/25"
"7149","KC782150","2009/11/08"
"8392","KC781424","2009/11/09"
"7151","KC782152","2009/10/21"
"11399","KC781631","2009/11/06"
"11382","KC781100","2009/10/12"
"4183","KC781598","2009/08/25"
"10016","CY122611","2009/07/06"
"10308","CY123382","2009/07/13"
"6858","CY065776","2009/11/30"
"10069","CY122903","2009/08/04"
"10077","CY122935","2009/08/05"
"8635","KY925715","2009/09/02"
"6034","MG856206","2009/09/26"
"4146","GU371271","2009/11/24"
"6238","KC782079","2009/10/01"
"1641","CY066471","2010/02/08"
"1650","CY064987","2010/02/02"
"4536","KC780625","2010/02/11"
"10440","CY124059","2009/07/02"
"10444","CY124087","2009/07/02"
"10459","JX309430","2010/05/05"
"2475","CY070699","2009/05/28"
"2734","CY070324","2009/07/24"
"2710","CY070219","2009/07/02"
"2536","CY070186","2009/07/01"
"9611","AB558368","2009/10/27"
"9695","JQ065205","2009/12/30"
"10404","CY123854","2009/11/17"
"8619","JN596858","2009/08/06"
"6615","GQ219586","2009/05/21"
"2471","HM567584","2009/05/26"
"10801","GQ360060","2009/05/30"
"10078","CY049675","2009/08/06"
